molregno1,molregno2,smiles1,smiles2,substituent1,substituent2,core,standard_value_1,standard_value_2,pKi_1,pKi_2,delta,label
1153676,704148,C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[*]CC#C,[*]CC=C,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3[*:1])c2c1,0.0029999999999999,1.1533333333333335,11.522878745280336,8.938045155926886,2.584833589353451,True
19572,704148,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,[*]C,[*]CC=C,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3[*:1])c2c1,0.2100000000000001,1.1533333333333335,9.67778070526608,8.938045155926886,0.7397355493391942,False
19572,73067,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,[*]C,[*]CC1CC1,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3[*:1])c2c1,0.2100000000000001,0.0619999999999999,9.67778070526608,10.207608310501746,0.5298276052356652,False
391935,73067,CNC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,[*]NC(=O)NC,[*]O,c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC3CC3)c2cc1[*:1],12.0,0.0619999999999999,7.920818753952375,10.207608310501746,2.2867895565493708,True
704148,73066,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,[*]C=C,[*]C1CCC1,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3C[*:1])c2c1,1.1533333333333335,0.222666666666667,8.938045155926886,9.652344792244117,0.7142996363172305,False
73067,73066,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CC1)CC3,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,[*]C1CC1,[*]C1CCC1,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3C[*:1])c2c1,0.0619999999999999,0.222666666666667,10.207608310501746,9.652344792244117,0.5552635182576289,False
391936,613009,CNC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,c1cc2c(cc1OCC1CO1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,[*]NC(=O)NC,[*]OCC1CO1,c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC3CCC3)c2cc1[*:1],22.0,7.299999999999999,7.657577319177793,8.136677139879545,0.4790998207017516,False
391934,613009,NC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,c1cc2c(cc1OCC1CO1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,[*]NC(N)=O,[*]OCC1CO1,c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC3CCC3)c2cc1[*:1],3.2,7.299999999999999,8.494850021680094,8.136677139879545,0.3581728818005487,False
73318,613009,Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,c1cc2c(cc1OCC1CO1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,[*]N,[*]OCC1CO1,c1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC3CCC3)c2cc1[*:1],3.7000000000000015,7.299999999999999,8.431798275933005,8.136677139879545,0.29512113605346,False
519694,519629,C#CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,CCCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,[*]C#C,[*]CCC,O=C1N(CN(c2ccccc2)C12CCN(CC2)C(c1ccccc1)c1ccccc1)C[*:1],4314.0,8438.0,5.365119859233474,5.073760478954138,0.2913593802793359,False
