molregno1,molregno2,smiles1,smiles2,substituent1,substituent2,core,standard_value_1,standard_value_2,pKi_1,pKi_2,delta,label
1059954,1059951,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)[C@H](N)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]CCCCCNC(=N)N,[*]C(N)CCCNC(=N)N,CC(=NNC(=N)N)c1cc(NC(=O)[*:2])cc(C(C)=NNC(=N)N)c1.N=C(N)NCCC[*:1],1000000.0,1000000.0,3.0,3.0,0.0,0
1059952,1059951,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)[C@H](N)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]CCCCNC(=N)N,[*]C(N)CCCNC(=N)N,CC(=NNC(=N)N)c1cc(NC(=O)[*:1])cc(C(C)=NNC(=N)N)c1.N=C(N)NCCC[*:2],1000000.0,1000000.0,3.0,3.0,0.0,0
1059953,1059951,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)[C@H](N)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]NC(=O)CCCNC(=N)N,[*]NC(=O)C(N)CCCNC(=N)N,CC(=NNC(=N)N)c1cc(C(C)=NNC(=N)N)cc([*:1])c1.N=C(N)NCCC[*:2],800000.0,1000000.0,3.096910013008056,3.0,0.0969100130080562,0
1059954,1059953,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]NC(=O)CCCCCNC(=N)N,[*]NC(=O)CCCNC(=N)N,CC(=NNC(=N)N)c1cc(C(C)=NNC(=N)N)cc([*:2])c1.N=C(N)NCCC[*:1],1000000.0,800000.0,3.0,3.096910013008056,0.0969100130080562,0
1059952,1059953,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]NC(=O)CCCCNC(=N)N,[*]NC(=O)CCCNC(=N)N,CC(=NNC(=N)N)c1cc(C(C)=NNC(=N)N)cc([*:2])c1.N=C(N)NCCC[*:1],1000000.0,800000.0,3.0,3.096910013008056,0.0969100130080562,0
1059955,1059953,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCN)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,[*]N,[*]NC(=N)N,C/C(=N\NC(=N)N)c1cc(cc(c1)/C(C)=N/NC(=N)N)NC(=O)CCC[*:1],1000000.0,800000.0,3.0,3.096910013008056,0.0969100130080562,0
1059954,1059955,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCN)cc(/C(C)=N/NC(=N)N)c1,[*]CCNC(=N)N,[*]N,C/C(=N\NC(=N)N)c1cc(cc(c1)/C(C)=N/NC(=N)N)NC(=O)CCC[*:1],1000000.0,1000000.0,3.0,3.0,0.0,0
1059952,1059955,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCNC(=N)N)cc(/C(C)=N/NC(=N)N)c1,C/C(=N\NC(=N)N)c1cc(NC(=O)CCCN)cc(/C(C)=N/NC(=N)N)c1,[*]CNC(=N)N,[*]N,C/C(=N\NC(=N)N)c1cc(cc(c1)/C(C)=N/NC(=N)N)NC(=O)CCC[*:1],1000000.0,1000000.0,3.0,3.0,0.0,0
252019,252056,C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,360.0,120.0,6.443697499232712,6.920818753952375,0.4771212547196626,0
252085,252056,C/N=C(\N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,12850.0,120.0,4.891096872332686,6.920818753952375,2.0297218816196887,1
252019,154833,C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C(=N)N,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,360.0,130.0,6.443697499232712,6.886056647693163,0.4423591484604507,0
252056,154833,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C.[*]C(=N)N,[*]C(=N)N,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,120.0,130.0,6.920818753952375,6.886056647693163,0.0347621062592118,0
252019,252055,C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C(N)=O,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,360.0,350.0,6.443697499232712,6.455931955649724,0.012234456417012,0
252056,252055,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,[*]C.[*]C.[*]C(=N)N,[*]C(N)=O,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,120.0,350.0,6.920818753952375,6.455931955649724,0.4648867983026505,0
154833,252055,N=C(N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,[*]C(=N)N,[*]C(N)=O,N=C(N)c1ccc(/C=C2\CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,130.0,350.0,6.886056647693163,6.455931955649724,0.4301246920434387,0
252019,251239,C/N=C(/N)c1ccc(/C=C2/CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,360.0,1400.0,6.443697499232712,5.853871964321762,0.5898255349109505,0
252001,251239,C/N=C(\N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,1600.0,1400.0,5.795880017344075,5.853871964321762,0.0579919469776868,0
252085,251239,C/N=C(\N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,12850.0,1400.0,4.891096872332686,5.853871964321762,0.9627750919890756,0
252001,252084,C/N=C(\N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,1600.0,3700.0,5.795880017344075,5.431798275933005,0.3640817414110699,0
252085,252084,C/N=C(\N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,CN(C)C(=N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C.[*]C.[*]C(=N)N,C[*:1].N=C(N)c1ccc(C=C2CCCCC(=Cc3ccc([*:2])cc3)C2=O)cc1,12850.0,3700.0,4.891096872332686,5.431798275933005,0.5407014036003188,0
251239,85059,CN(C)C(=N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C.[*]C(=N)N,[*]C(=N)N,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,1400.0,505.0,5.853871964321762,6.296708621881338,0.4428366575595763,0
85059,251238,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(C(N)=O)cc3)C2=O)cc1,[*]C(=N)N,[*]C(N)=O,N=C(N)c1ccc(/C=C2/CCCC/C(=C/c3ccc(cc3)[*:1])C2=O)cc1,505.0,110.0,6.296708621881338,6.958607314841775,0.6618986929604365,0
252085,74780,C/N=C(\N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C(=N)N,[*]C(=N)N,N=C(N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(cc3)[*:1])C2=O)cc1,12850.0,4310.0,4.891096872332686,5.3655227298392685,0.4744258575065823,0
252084,74780,CN(C)C(=N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,N=C(N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(C(=N)N)cc3)C2=O)cc1,[*]C.[*]C.[*]C(=N)N,[*]C(=N)N,N=C(N)c1ccc(/C=C2\CCCC/C(=C\c3ccc(cc3)[*:1])C2=O)cc1,3700.0,4310.0,5.431798275933005,5.3655227298392685,0.0662755460937365,0
53415,52716,C=C(CON=C(N)N)COc1cc(C)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(=C)CON=C(N)N,[*]CC(F)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],32.4,114.0,7.489454989793388,6.943095148663527,0.5463598411298607,0
53416,52716,Cc1cc(OCC(F)(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(F)(F)CON=C(N)N,[*]CC(F)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],364.0,114.0,6.438898616350944,6.943095148663527,0.5041965323125837,0
53415,52717,C=C(CON=C(N)N)COc1cc(C)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(O)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(=C)CON=C(N)N,[*]CC(O)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],32.4,137.0,7.489454989793388,6.863279432843593,0.6261755569497947,0
53416,52717,Cc1cc(OCC(F)(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(O)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(F)(F)CON=C(N)N,[*]CC(O)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],364.0,137.0,6.438898616350944,6.863279432843593,0.4243808164926497,0
52716,52717,Cc1cc(OCC(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(O)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(F)CON=C(N)N,[*]CC(O)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],114.0,137.0,6.943095148663527,6.863279432843593,0.0798157158199339,0
52317,52717,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCC(O)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CCCON=C(N)N,[*]CC(O)CON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],1315.9500000000005,137.0,5.880760611585756,6.863279432843593,0.9825188212578376,0
53416,52317,Cc1cc(OCC(F)(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]CC(F)(F)CON=C(N)N,[*]CCCON=C(N)N,Cc1cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)cc(O[*:2])c1.NC(N)=NO[*:1],364.0,1315.9500000000005,6.438898616350944,5.880760611585756,0.5581380047651878,0
52557,52317,COc1ccccc1S(=O)(=O)Oc1cc(C)cc(OCCCON=C(N)N)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]OC,[*]S(C)(=O)=O,C[*:1].Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2[*:2])c1,6.700000000000001,1315.9500000000005,8.173925197299173,5.880760611585756,2.2931645857134173,1
52357,52317,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]C#N,[*]S(C)(=O)=O,Cc1cc(cc(c1)OS(=O)(=O)c1ccccc1[*:1])OCCCON=C(N)N,9.9,1315.9500000000005,8.00436480540245,5.880760611585756,2.1236041938166936,1
53345,52317,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]Cl,[*]S(C)(=O)=O,Cc1cc(cc(c1)OS(=O)(=O)c1ccccc1[*:1])OCCCON=C(N)N,2.1,1315.9500000000005,8.67778070526608,5.880760611585756,2.7970200936803247,1
52591,52317,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2cccc(S(C)(=O)=O)c2)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]c1cccc(c1)S(C)(=O)=O,[*]c1ccccc1S(C)(=O)=O,CS(=O)(=O)[*:2].Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)[*:1])c1,204.0,1315.9500000000005,6.690369832574102,5.880760611585756,0.8096092209883459,0
52485,52317,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(=O)(=O)c2ccccc2)c1,Cc1cc(OCCCON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,[*]c1ccccc1,[*]C,Cc1cc(cc(c1)OS(=O)(=O)c1ccccc1S(=O)(=O)[*:1])OCCCON=C(N)N,4.8,1315.9500000000005,8.318758762624412,5.880760611585756,2.4379981510386566,1
202666,202686,C=CCN(C(=O)c1cc(C)cc(OCCCON=C(N)N)c1)C1CCCCC1,CCN(C(=O)c1cc(C)cc(OCCCON=C(N)N)c1)C1CCCCC1,[*]CC=C,[*]CC,Cc1cc(cc(c1)C(=O)N(C1CCCCC1)[*:1])OCCCON=C(N)N,9.0,6.0,8.045757490560675,8.221848749616356,0.1760912590556813,0
201875,203036,C=CCN(Cc1cccs1)C(=O)c1cc(Cl)cc(OCCCONC(=N)N)c1,C=CCN(Cc1ccoc1)C(=O)c1cc(Cl)cc(OCCCONC(=N)N)c1,[*]c1cccs1,[*]c1ccoc1,C=CCN(C[*:1])C(=O)c1cc(Cl)cc(c1)OCCCONC(=N)N,147.0,20.0,6.832682665251824,7.698970004336019,0.8662873390841952,0
203036,201908,C=CCN(Cc1ccoc1)C(=O)c1cc(Cl)cc(OCCCONC(=N)N)c1,N=C(N)NOCCCOc1cc(Cl)cc(C(=O)N(Cc2ccoc2)CC2CC2)c1,[*]C=C,[*]C1CC1,N=C(N)NOCCCOc1cc(Cl)cc(c1)C(=O)N(Cc1ccoc1)C[*:1],20.0,17.0,7.698970004336019,7.769551078621726,0.0705810742857071,0
1523973,1523974,C=CC[C@]1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,CCC[C@]1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,[*]C=C,[*]CC,C[C@]1(C[C@@H](C(=O)NCc2ccc(cc2)C(=N)N)n2c1c(Cl)nc(NC1CCC1)c2=O)C[*:1],220.0,36.0,6.657577319177793,7.443697499232712,0.7861201800549189,0
1523958,1523971,CC(C)(C)Nc1nc(Cl)c2n(c1=O)[C@H](C(=O)NCc1ccc(C(=N)N)cc1)CC2(C)C,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,[*]C(C)(C)C,[*]C1CCC1,CC1(C)C[C@@H](C(=O)NCc2ccc(cc2)C(=N)N)n2c1c(Cl)nc(N[*:1])c2=O,220.0,200.0,6.657577319177793,6.698970004336019,0.0413926851582253,0
1523956,1523971,CC(C)CNc1nc(Cl)c2n(c1=O)[C@H](C(=O)NCc1ccc(C(=N)N)cc1)CC2(C)C,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,[*]CC(C)C,[*]C1CCC1,CC1(C)C[C@@H](C(=O)NCc2ccc(cc2)C(=N)N)n2c1c(Cl)nc(N[*:1])c2=O,220.0,200.0,6.657577319177793,6.698970004336019,0.0413926851582253,0
1523954,1523971,CC(C)Nc1nc(Cl)c2n(c1=O)[C@H](C(=O)NCc1ccc(C(=N)N)cc1)CC2(C)C,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,[*]C(C)C,[*]C1CCC1,CC1(C)C[C@@H](C(=O)NCc2ccc(cc2)C(=N)N)n2c1c(Cl)nc(N[*:1])c2=O,130.0,200.0,6.886056647693163,6.698970004336019,0.1870866433571443,0
1523955,1523971,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CC1)c2=O,CC1(C)C[C@@H](C(=O)NCc2ccc(C(=N)N)cc2)n2c1c(Cl)nc(NC1CCC1)c2=O,[*]C1CC1,[*]C1CCC1,CC1(C)C[C@@H](C(=O)NCc2ccc(cc2)C(=N)N)n2c1c(Cl)nc(N[*:1])c2=O,360.0,200.0,6.443697499232712,6.698970004336019,0.2552725051033064,0
290848,290849,CC(=N)N1CCC(N(C(=O)CCC(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CCOC(=O)CCC(=O)N(c1ccc2nc(C)n(Cc3ccc4ccc(C(=N)N)cc4c3)c2c1)C1CCN(C(C)=N)CC1,[*]CC(=O)O,[*]CC(=O)OCC,CC(=N)N1CCC(CC1)N(C(=O)C[*:1])c1ccc2nc(C)n(Cc3ccc4ccc(cc4c3)C(=N)N)c2c1,5000.0,4600.0,5.301029995663981,5.337242168318426,0.0362121726544444,0
290848,290911,CC(=N)N1CCC(N(C(=O)CCC(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CC(=N)N1CCC(N(CCCC(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,[*]N(C(=O)CCC(=O)O)C1CCN(CC1)C(C)=N,[*]N(CCCC(=O)O)C1CCN(CC1)C(C)=N,CC(=N)N1CCC([*:1])CC1.Cc1nc2ccc([*:2])cc2n1Cc1ccc2ccc(C(=N)N)cc2c1.O=C(O)CC[*:3],5000.0,5000.0,5.301029995663981,5.301029995663981,0.0,0
290909,290911,CC(=N)N1CCC(N(CC(C)C(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CC(=N)N1CCC(N(CCCC(=O)O)c2ccc3nc(C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,[*]N(CC(C)C(=O)O)C1CCN(CC1)C(C)=N,[*]N(CCCC(=O)O)C1CCN(CC1)C(C)=N,CC(=N)N1CCC([*:1])CC1.Cc1nc2ccc([*:2])cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,650.0,5000.0,6.187086643357144,5.301029995663981,0.8860566476931631,0
